公司代码,年度,被购买方名称,股权取得时点,股权取得成本,股权取得比例,股权取得方式,购买日,购买日的确定依据,购买日至期末被购买方的收入,购买日至期末被购买方的净利润
300142,2015,重庆倍宁,2015.4.30,35000000,100,企业合并,2015.4.30,实际控制,137039036.1,17988099.85
300141,2015,上海智瀚,2015.12.31,26000000,100,现金,2015.12.31,对价支付、工商变更,N/A,N/A
300141,2015,中导电力,2015.9.30,21280000,100,现金,2015.9.30,对价支付、工商变更,5941856.34,-218906.09
300139,2015,Akroma Gold Company,2015.6.22,31169280,65,货币资金购买,2015.6.22,工商变更,N/A,-3169192.21
300137,2015,广西先得环保科技有限公司,2015.2.10,56800000,80,协议转让,2015.2.10,实际取得控制权,98608830.7,23723505.24
300137,2015,广州市科迪隆科学仪器设备有限公司,2015.2.10,207200000,80,协议转让,2015.2.10,实际取得控制权,132612969.25,21823088.42
300137,2015,四川久环环境技术有限公司,2015.11.12,19200000,80,协议转让,2015.11.12,实际取得控制权,4559718.44,-21469.33
300137,2014,"COOPERENVIRONMENTALSERVICES,LLC",2014.3.11,25911886.2,51,购买,2014.3.11,取得控制权,24287222.61,318867.45
300136,2015,深圳亚力盛连接器有限公司,2015.6.22,84000000,20,支付现金,2015.6.22,办理工商变更以及支付对价,135084298.18,36291377.89
300134,2015,广州大凌实业股份有限公司,2015.5.27,42500000,51,股权转让,2015.5.13,取得控制权,221835013.41,9864994.85
300134,2015,安徽大富重工机械有限公司,2015.7.8,2000000,100,股权转让,2015.7.8,取得控制权,19690771.49,255861.72
300134,2014,深圳市大富方圆成型技术有限公司,2014.6.11,5000000,55,增资扩股,2014.6.30,取得控制权,111748.85,-952213.23
300131,2015,深圳市华商龙商务互联科技有限公司,2015.7.31,1145000000,100,并购重组,2015.8.5,支付股权款且完成公司交接,1496377857.04,71239899.11
300131,2015,深圳市优软科技有限公司,2015.3.31,109285714.29,51,购买并增资,2015.3.31,支付股权款且完成公司交接,1516558.1,-4535074.96
300130,2015,浙江中正智能科技有限公司,2015.6.30,252000000,100,购买,2015.6.30,股权转让款已支付90%，已办理完毕,72433534.43,6805533.18
300130,2015,"ExaDigm,Inc",2015.9.30,33511865.25,100,购买,2015.9.30,股权转让款已支付，取得被收购方所在地的政府批文,6085853.72,-1253942.5
300128,2014,昆山迈致治具科技有限公司,2014.12.31,1200000000,75,发行股份及现金收购,2014.12.31,取得工商变更核准前一天,N/A,N/A
300128,2014,奥英光电（苏州）有限公司,2014.3.31,33654500,97.82,现金收购,2014.3.31,取得工商变更核准前一天,489820419.6,54872462.54
300125,2014,大连吉通燃气有限公司,2014.3.14,278550000,65,非同一控制下企业合并,2014.3.14,实际控制,1550930.3,-1475681.71
300125,2014,格尔木神光新能源有限公司,2014.11.1,238000000,100,非同一控制下企业合并,2014.11.1,实际控制,9813531.5,-1156208.68
300123,2014,珠海普兰帝船舶工程有限公司,2014.7.29,25500000,45.95,新设子公司,N/A,N/A,N/A,N/A
300123,2015,珠海尼斯游艇有限公司,2015.9.22,9870000,100,非同一控制下企业合并,2015.9.22,实际控制,-776656.18,-777057.18
300119,2015,山西福瑞沃农大生物技术工程有限公司,2015.11.30,10000000,38.28,股权更换,2015.11.30,股权转让协议约定,153412.32,-259502.33
300119,2015,广州市华南农大生物药品有限公司,2015.6.30,103682374.4,31.98,现金购买,2015.6.30,工商登记变更,81234770.8,20138984.64
300118,2014,江苏斯威克新材料有限公司,2014.9.2,467500000,85,发行股份,2014.8.31,N/A,239614598.98,54245637.16
300118,2015,乌海市鼎晶光伏科技有限公司,2015.7.1,8527595.63,100,购买,2015.7.1,取得实际控制权日期,N/A,-1104393.01
300116,2014,吉林省辰禹建筑工程有限公司,2014.1.16,6467717.49,100,现金购买,2014.1.16,支付款项,4069040,81753.95
300116,2014,达明科技有限公司,2014.12.18,4200000000,100,发行新股,2014.12.18,公司登记,5929648.64,1336309.33
300113,2015,上海盛光网络科技有限公司,2015.7.13,0,100,购买,2015.7.13,完成工商变更并更新营业执照,0,-31844.9
300113,2015,全讯汇聚网络科技（北京）有限公司,2015.5.19,19440000,54,购买,2015.5.19,完成工商变更并更新营业执照,2398706.62,-3640377.76
300113,2014,杭州浮云网络科技有限公司,2014.9.12,93600000,80,购买,2014.9.12,股权交割及变更,49073824.17,17679912.49
300112,2015,常州欧德思电机电器有限公司,2015.7.1,5209313.53,65,增资,2015.6.30,取得控制权,2829982.62,-699731.27
300112,2015,成都安可信电子股份有限公司,2015.8.1,223200925.64,100,收购,2015.7.1,取得控制权,100504943.49,21013486.55
300111,2015,ENERGY,2015.6.22,N/A,24.5,股权转让,2015.6.23,商业登记,N/A,N/A
300111,2015,CICSICILIA,2014.12.10,37278,50,出资设立,2015.6.23,商业登记,843073.55,-233754.4
300110,2014,沈阳会通医药有限公司,2014.7.31,10000000,100,购买,2014.7.31,工商变更完毕,46241532.17,-724939.73
300110,2015,青岛华仁堂医药连锁有限公司,2015.1.1,1320000,100,购买,2015.1.1,购买方实际上已经控制被购买方财务和经营政策，并享有相应的收益和风险且办理完毕相关登记手续,628197.41,-914629.55
300109,2015,武汉呵尔医疗科技发展有限公司,2015.8.1,259999882,100,购买,2015.8.1,股权交割日,17995359.36,7400977.18
300109,2015,长沙三济生物科技有限公司,2015.8.1,199999909,100,购买,2015.8.1,股权交割日,18965201.73,5270727.58
300109,2015,晶能生物技术(上海)有限公司,2015.8.1,83199962,100,购买,2015.8.1,股权交割日,17332008.03,4212445.45
300108,2014,吉林金宝药业股份有限公司,2014.8.31,1055223747.16,97.71,现金及发行股份,2014.8.31,取得控制权,167507178.62,36864246.44
300106,2015,新疆西牧乳业有限公司,2015.7.1,90463500,100,购买,2015.7.1,取得实际控制权,30767706.99,-22298919.24
300104,2014,东阳市花儿影视文化有限公司,2014.4,899999997.89,100,现金及发行股份,2014.4,拥有控制权,231412837.74,104632609.18
300099,2014, 北京富华宇祺信息技术有限公司,2014.1.16,95583384.27,53.21,发行股份及支付现金,2014.1.1,股权交割,59859599.13,8854084.99
300098,2015,杭州创联电子技术有限公司,2015.10.31,1108000000,100,现金及发行股份购买股权,2015.10.31,2015年10月10日，公司收到中国证券监督管理委员会《关于核准高新兴科技集团股份有限公司向王云兰等发行股份购买资产并募集配套资金的批复》（证监许可〔2015〕2269号）的核准。对于发行的股份，广东正中珠江会计师事务所（特殊普通合伙）已于2015年10月30日出具编号为广会验字[2015]G15004380108号的验资报告。中国证券登记结算有限责任公司深圳分公司已于2015年11月5日出具了股份登记申请受理确认书。此前交易已经获得双方股东会同意、证监会许可，故以2015年10月31日作为购买日,183811262.63,44413001.27
300096,2015,厦门纵达科技有限公司,2015.4.30,5100000,60,企业合并,2015.5.1,完成工商变更,1266932.28,57264.81
300095,2014,上海庞丰交通设备科技有限公司,2014.11.30,55656580,54.53,现金,2014.11.30,工商变更,2479459.85,18329.43
300091,2015,林源科技公司,2015.12.25,55714300,65,增资收购,2015.12.25,取得控制权,N/A,N/A
300090,2014,安徽盛运建筑安装工程有限公司,N/A,5800000,100,现金收购,N/A,N/A,82859364,18688559.98
300086,2014,广东元制药有限公司,2014.8.19,38597300,100,股权转让协议,2014.9.1,完成转让协议,N/A,N/A
300084,2014,上海清河机械有限公司,2014.10.23,420000000,100,非同一控制下企业合并,2014.11.1,相关资产交割手续完成,53818322.15,14634757.81
300084,2015,西安杰创能源科技有限公司,2015.9.9,5300000,100,购买,2015.10.1,工商已变更同时取得控制权,1097000,339300
300080,2015,疏勒县利能光伏发电有限公司,2015.12.9,1000000,100,现金收购,2015.12.9,工商变更日,0,0
300079,2015,北京市博汇科技股份有限公司,2015.1.5,52700000,31,非同一控制下企业合并,2015.1.5,实质控制,102962380.92,6581097.9
300079,2014,福州兆科智能卡有限公司,2015.5.31,74800000,55,非同一控制下企业合并,2014.5.31,实际控制,15480917.26,-6525210.74
300079,2015,杭州宽云视讯科技有限公司,2015.10.26,4751947.67,30.36,非同一控制下企业合并,2015.10.26,实质控制,3985504.25,-1703931.78
300078,2015,医惠科技公司,2015.6,1087240000,100,现金支付,2015.6,财产权交接,N/A,N/A
300078,2015,医惠（苏州）科技有限公司,2015.6,N/A,95,N/A,2015.6,财产权交接,N/A,N/A
300078,2015,杭州简惠信息技术有限公司,2015.6,N/A,60,N/A,2015.6,财产权交接,N/A,N/A
300078,2015,杭州健海科技有限公司,2015.6,N/A,60,N/A,2015.6,财产权交接,N/A,N/A
300078,2015,杭州赛胜科技有限公司,2015.6,N/A,100,N/A,2015.6,财产权交接,N/A,N/A
300078,2015,杭州医惠软件有限公司,2015.6,N/A,100,N/A,2015.6,财产权交接,N/A,N/A
300078,2015,无锡医惠物联网科技有限公司,2015.6,N/A,100,N/A,2015.6,财产权交接,N/A,N/A
300078,2015,杭州智海医惠信息科技有限公司,2015.6,N/A,60.5,N/A,2015.6,财产权交接,205544314.72,65232268.32
300078,2014,北京思创超讯科技发展有限公司,2014.8,7701000,51,现金支付,2014.8,财产权交接,4924700,-124740000
300078,2014,GL公司,2014.1,14280000,51,现金支付,2014.1,财产权交接,60936800,10077500
300075,2015,北京数聚联盟科技有限公司,2015.5.1,3250000,65,增资,2015.5.1,取得控制,7398.39,-2824327.76
300073,2015,北京中鼎高科自动化技术有限公司,2015.7.31,413000000,100,股权收购,2015.7.31,实施控制,68734482.83,21058864.15
300072,2015,武汉金中石化工程有限公司,2015.1.29,39241440,51,购买,2015.1.29,获得被购买方的控制权,100153782.39,18762063.65
300071,2014,华谊拓普,2014.4.20,600000,60,自有资金,2014.4.20,工商变更登记,476889.62,-339298.35
300071,2014,华谊泰克 ,2014.5.22,0,51,自有资金,2014.5.22,工商变更登记,0,0
300071,2014,天津迪思文化传媒有限公司,2014.12.31,663430000,100,发行股份购买资产,2014.12.31,工商变更登记,0,0
300068,2015,安徽华铂再生资源科技有限公司,2015.7.14,315746610,51,支付现金,2015.7.14,支付大部分股权转让款并实际控制,1367040869.62,137668998.22
300066,2014,杭州三川国德物联网科技有限公司,2014.3.21,3700000,51,增资控股,2014.3.21,取得营业执照,2760362.39,-204108.13
300065,2015,上海海兰劳雷海洋科技有限公司,2015.12.28,550600000,100,发行股份购买,2015.12.28,股权过户手续及工商登记变更完成,N/A,N/A
300063,2015,北京智创无限广告有限公司,2015.3.17,234471698.11,100,现金购买,2015.3.17,取得控制权,139218637.41,40128195.96
300063,2015,北京煜唐联创信息技术有限公司,2015.10.12,1300000000,100,现金购买,2015.10.12,取得控制权,689243013.21,30603530.12
300062,2015,深圳市金宏威技术有限责任公司,2015.9.30,298729516.25,51,非同一控制合并,2015.9.30,取得控制权,222688730.05,9230376.17
300062,2015,大连瑞优能源发展有限公司,2015.8.31,109160000,100,非同一控制合并,"2015.8,31",取得控制权,9245069.08,1185243.7
300059,2015,西藏同信证券股份有限公司,2015.12.8,4404630000,100,非公开发行股份购买股权,2015.12.8,取得控制权,148633249.4,57575937.18
300059,2015,东方财富国际证劵有限公司,2015.3.30,7996148.55,100,支付现金购买股权,2015.3.30,取得控制权,59386.29,-7731364.52
300058,2014,北京北联伟业电子商务有限公司  ,2014.10.31,45000000,51,现金,2014.10.31,开始实施控制,8728541.01,968986.21
300058,2015,DomobLimited,2015.8.1,1147347338.26,100,购买,2015.8.1,开始实施控制,557222889.32,7783660.57
300058,2014,"FuseProject,LLC   ",2014.10.10,209004144.59,75,现金,2014.10.10,开始实施控制,30198062.31,3507019.63
300058,2015,多盟智胜网络技术（北京）有限公司,2015.8.1,677620100,95,购买,2015.8.1,开始实施控制,72978968.28,27609584.5
300058,2014,WeAreVerySocialLimited,2014.3.31,584986466.85,82.84,现金,2014.3.31,开始实施控制,302904196.52,24305237.37
300058,2015,MadhouseInc,2015.8.1,454422820,54.77,购买,2015.8.1,开始实施控制,662450780.6,16556555.42
300058,2015,Vision7 International ULC,2015.1.1,1116981615,100,购买,2015.1.1,开始实施控制,722095141.08,16091664.2
300058,2014,密达美渡传播有限公司,2014.5.31,167475526.17,100,现金,2014.5.31,开始实施控制,58434912.66,1967477.33
300058,2015,沈阳新维广告有限公司,2015.1.1,107100000,51,购买,2015.1.1,开始实施控制,68561158.39,1649515.8
300058,2014,北京捷报数据技术有限公司,2014.11.30,25500000,51,现金,2014.11.30,开始实施控制,2317409.34,1464533.18
300057,2014,江苏华丰铝业有限公司,2014.12.31,42000000,60,购买,2014.12.31,实际控制,N/A,N/A
300056,2015,北京洛卡环保技术有限公司,2015.6.15,252000000,100,支付现金及发行股份,2015.6.15,实际控制,140045940.39,26016406.92
300055,2014,昊天节能装备有限责任公司,2014.8.18,681000000,100,购买,2014.9.1,支付增资款、工商变更完成,208938374.81,31994810.46
300055,2014,晋纬环保科技（北京）有限 公司,2014.7.29,20020000,50.98,购买,2014.8.1,支付增资款、工商变更完成,2485436.9,1007167.9
300054,2014,珠海市科力莱科技有限公司,2014.2,48293498.02,51,受让股权,2014.2,支付对价款,216360872.99,23282945.19
300053,2015,广东铂亚信息技术有限公司,2015.4.23,525000000,100,股权变更完毕,2015.4.23,股权变更完毕,211857934.15,42411395.01
300051,2015,深圳市道熙科技有限公司,2015.9.1,713000000,100,非同一控制下企业合并,2015.9.1,完成股权工商变更登记,29534925.2,21051315
300050,2014,上海智翔信息科技发展有限公司,2014.12.31,624999826.55,100,收购,2014.12.31,工商变更登记日,N/A,N/A
300049,2014,SEISME,2014.4.29,17963112,100,购买,2014.4.29,N/A,N/A,N/A
300048,2014,东菱技术有限公司,2014.1.31,99200000,40,非同一控制下合并,2014.1.31,取得股权,68320630.01,9661258.33
300048,2014,宁波瑞马驱动科技有限公司,2014.9.30,5200000,65,非同一控制下合并,2014.9.30,取得股权,2723906.87,229782.94
300048,2014,深圳市日业电气有限公司,2014.11.30,60000000,51,非同一控制下合并,2014.11.30,取得股权,9259707.17,1310757.38
300048,2015,北京华泰润达节能科技有限公司,2015.12.1,538241369.82,100,定向增发,2015.12.1,完成定向增发股权变更,12036331.76,7984553.46
300047,2014,成都魔比,2014.10.17,1,51,股权转让,2014.11.1,取得控制权,N/A,-5.99
300047,2015,深圳宝贝团,2015.2.28,7902533,51,股权转让及增资,2015.2.28,取得对方的控制权,7740353.78,1503681.84
300043,2014,广东星辉天拓互动娱乐有限公司及其子公司,2014.2.20,812000000,100,支付现金并发行股份,2014.2.28,取得实际控制权,273670440.33,82973365.66
300043,2014,SHINY FIRST LIMITED,2014.7.31,6164500,100,支付现金,2014.7.31,取得实际控制权,2311799.8,-80102.91
300043,2014,上海岚枫科技有限公司,2014.1.7,500000,100,支付现金,2014.1.31,取得实际控制权,1074086.73,8280.53
300043,2014,"TEAMTOPADVERTISINGCO.,LIMITED",2014.5.19,694205.6,100,支付现金,2014.5.19,取得实际控制权,743053.2,530167.39
300043,2014,上海派动网络科技有限公司,2014.4.21,10000000,60,支付现金,2014.4.30,取得实际控制权,2493765.33,-3730944.64
300043,2015,西安曲江春天融和影视文化有限责任公司及其子公司,2015.3.31,589724881.06,54.23,支付现金以及购买日之前持有的股权,2015.3.31,取得实际控制权,391285831.12,"112,146,748..91"
